,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,36.81480308949147,4.2407469746751945,0.0,0.0,4.240746974675194,-4.962963705508527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.2407469746751945,66.96294106648294,4.2407469746751945,0.0,-4.962963705508527,5.148159061850389,-4.962963705508527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,4.2407469746751945,66.96294106648294,4.240746974675197,0.0,-4.962963705508527,5.148159061850386,-4.962963705508522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,4.240746974675197,36.81480308949148,0.0,0.0,-4.962963705508522,4.240746974675192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4.240746974675194,-4.962963705508527,0.0,0.0,66.96294106648294,5.148159061850386,0.0,0.0,4.240746974675194,-4.962963705508527,0.0,0.0,0.0,0.0,0.0,0.0
5,-4.962963705508527,5.148159061850389,-4.962963705508527,0.0,5.148159061850386,120.59255190796588,5.148159061850386,0.0,-4.962963705508527,5.148159061850384,-4.962963705508527,0.0,0.0,0.0,0.0,0.0
6,0.0,-4.962963705508527,5.148159061850386,-4.962963705508522,0.0,5.148159061850386,120.59255190796588,5.148159061850391,0.0,-4.962963705508527,5.148159061850382,-4.962963705508524,0.0,0.0,0.0,0.0
7,0.0,0.0,-4.962963705508522,4.240746974675192,0.0,0.0,5.148159061850391,66.96294106648295,0.0,0.0,-4.9629637055085265,4.240746974675188,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,4.240746974675194,-4.962963705508527,0.0,0.0,66.96294106648295,5.148159061850388,0.0,0.0,4.240746974675197,-4.962963705508526,0.0,0.0
9,0.0,0.0,0.0,0.0,-4.962963705508527,5.148159061850384,-4.962963705508527,0.0,5.148159061850388,120.59255190796588,5.148159061850388,0.0,-4.962963705508526,5.148159061850398,-4.962963705508526,0.0
10,0.0,0.0,0.0,0.0,0.0,-4.962963705508527,5.148159061850382,-4.9629637055085265,0.0,5.148159061850388,120.5925519079659,5.148159061850391,0.0,-4.962963705508526,5.1481590618503965,-4.962963705508525
11,0.0,0.0,0.0,0.0,0.0,0.0,-4.962963705508524,4.240746974675188,0.0,0.0,5.148159061850391,66.96294106648295,0.0,0.0,-4.962963705508526,4.240746974675201
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.240746974675197,-4.962963705508526,0.0,0.0,36.81480308949148,4.240746974675192,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.962963705508526,5.148159061850398,-4.962963705508526,0.0,4.240746974675192,66.96294106648295,4.240746974675192,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.962963705508526,5.1481590618503965,-4.962963705508526,0.0,4.240746974675192,66.96294106648295,4.240746974675194
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.962963705508525,4.240746974675201,0.0,0.0,4.240746974675194,36.814803089491484
