,0,1,2
0,50.0,110.03795648175128,365.8154981061939
1,100.0,168.83699938236674,502.5917320180278
2,150.0,242.8008424392475,587.3726747470275
3,200.0,318.6145890003992,649.387483972204
4,250.0,391.25579417345637,700.0684168428944
5,300.0,459.03691217873586,744.0633385950547
6,350.0,521.5862889065596,783.3828428133532
7,400.0,579.0344648621351,818.9921800138218
8,450.0,631.689261537771,851.4310343376399
9,500.0,679.9076222263063,881.0576261353851
